elapsed_s,date_obs,pedestal,ccd_temp
860.0,2026-08-28T20:56:20.687,68.77494239807129,-10.0
862.0,2026-08-28T20:56:22.687,68.25959968566895,-10.0
864.0,2026-08-28T20:56:24.687,68.26143074035645,-10.0
866.0,2026-08-28T20:56:26.687,68.7729721069336,-10.0
868.0,2026-08-28T20:56:28.687,68.26058006286621,-10.0
870.0,2026-08-28T20:56:30.687,68.25330352783203,-10.0
872.0,2026-08-28T20:56:32.687,68.25963973999023,-10.0
874.0,2026-08-28T20:56:34.687,68.77231025695801,-10.0
876.001,2026-08-28T20:56:36.688,68.7700309753418,-10.0
878.0,2026-08-28T20:56:38.687,68.25830268859863,-10.0
880.0,2026-08-28T20:56:40.687,68.25887107849121,-10.0
882.0,2026-08-28T20:56:42.687,68.26655197143555,-10.0
884.0,2026-08-28T20:56:44.687,68.76455116271973,-10.0
886.001,2026-08-28T20:56:46.688,68.76862907409668,-10.0
888.0,2026-08-28T20:56:48.687,68.77121162414551,-10.0
890.0,2026-08-28T20:56:50.687,68.77588272094727,-10.0
892.0,2026-08-28T20:56:52.687,68.77416229248047,-10.0
894.0,2026-08-28T20:56:54.687,68.76356887817383,-10.0
896.0,2026-08-28T20:56:56.687,68.767333984375,-10.0
898.001,2026-08-28T20:56:58.688,68.7720890045166,-10.0
